TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target gene hits	Target gene non-hits	Background gene hits	Background gene non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score	pval	isSig	Component
NF-kappaB	MA0061.1	Ig-fold	Rel	vertebrates	13.345	0.621	15	29	1705	3295	41	0.00554	3808	0.00525	1.079	0.585	0.140293863826567	0	50
Foxd3	MA0041.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.945	0.223	22	22	2318	2682	103	0.0167	9807	0.0162	1.034	0.995	0.150568081616704	0	50
EBF1	MA0154.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.564	0.648	23	21	2329	2671	83	0.0112	7852	0.0108	1.026	1.298	0.152445792032811	0	50
SRY	MA0084.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.193	0.238	28	16	2988	2012	212	0.0258	20336	0.0252	0.968	1.022	0.16652218485017	0	50
Ddit3::Cebpa	MA0019.1	Zipper-Type	Leucine Zipper	vertebrates	11.652	0.483	12	32	1143	3857	21	0.00341	1952	0.00323	0.82	1.218	0.206108053585813	0	50
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	12	32	853	4147	14	0.00265	1292	0.00249	0.816	2.782	0.207250067856445	0	50
TLX1::NFIC	MA0119.1	Helix-Turn-Helix::Other	Homeo::Nuclear Factor I-CCAAT-binding	vertebrates	19.665	0.598	3	41	237	4763	3	0.000568	260	0.000502	0.72	1.052	0.235762497779251	0	50
Zfx	MA0146.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.077	0.749	19	25	2016	2984	71	0.0134	6839	0.0132	0.555	0.903	0.289447330222394	0	50
Spz1	MA0111.1	Other	Other	vertebrates	11.907	0.538	12	32	1370	3630	27	0.00402	2569	0.0039	0.493	0.571	0.311006293670437	0	50
MZF1_5-13	MA0057.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.4	0.588	26	18	2724	2276	162	0.0219	15751	0.0217	0.339	1.126	0.367304865081606	0	50
TAL1::TCF3	MA0091.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.07	0.453	13	31	1535	3465	31	0.00503	2990	0.00495	0.296	0.475	0.383615040698099	0	50
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	24	20	2683	2317	129	0.014	12566	0.0139	0.203	0.663	0.419567516105916	0	50
znf143	MA0088.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.541	0.53	3	41	261	4739	3	0.000811	293	0.000808	-0.033	0.899	0.486837293821273	0	50
Prrx2	MA0075.1	Helix-Turn-Helix	Homeo	vertebrates	9.063	0.027	25	19	3048	1952	253	0.0171	24840	0.0171	-0.054	0.269	0.47846758212161	0	50
FOXO3	MA0157.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.734	0.298	24	20	2771	2229	140	0.0151	13777	0.0152	-0.13	0.498	0.448283213345439	0	50
Nobox	MA0125.1	Helix-Turn-Helix	Homeo	vertebrates	9.573	0.26	25	19	2780	2220	155	0.0168	15289	0.0169	-0.219	0.696	0.413325023883263	0	50
CREB1	MA0018.2	Zipper-Type	Leucine Zipper	vertebrates	10.139	0.523	16	28	1889	3111	40	0.00433	3979	0.00439	-0.282	0.459	0.388971755150585	0	50
Myf	MA0055.1	Zipper-Type	Helix-Loop-Helix	vertebrates	15.914	0.609	20	24	2088	2912	56	0.00909	5561	0.0092	-0.344	1.011	0.365423143045874	0	50
Pax6	MA0069.1	Helix-Turn-Helix	Homeo	vertebrates	13.798	0.432	3	41	265	4735	3	0.000568	307	0.000593	-0.351	0.875	0.362794174199388	0	50
NR4A2	MA0160.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	10.165	0.491	27	17	2847	2153	121	0.0131	12059	0.0133	-0.52	1.099	0.301531787546966	0	50
ELK4	MA0076.1	Winged Helix-Turn-Helix	Ets	vertebrates	14.123	0.583	10	34	1192	3808	18	0.00219	1853	0.0023	-0.656	0.468	0.255912062109828	0	50
ARID3A	MA0151.1	Helix-Turn-Helix	Arid	vertebrates	9.896	0.062	25	19	3300	1700	334	0.0271	33373	0.0276	-0.858	0.08	0.195446231713448	0	50
RORA_2	MA0072.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	17.425	0.369	7	37	761	4239	10	0.00189	1069	0.00206	-1.062	0.666	0.144117842596827	0	50
HOXA5	MA0158.1	Helix-Turn-Helix	Homeo	vertebrates	8.759	0.315	32	12	3598	1402	410	0.0444	40965	0.0452	-1.1	0.631	0.135666060946383	0	50
Ar	MA0007.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.703	0.498	1	43	118	4882	1	0.000298	124	0.000376	-1.198	0.428	0.115458508491887	0	50
MEF2A	MA0052.1	Other Alpha-Helix	MADS	vertebrates	15.709	0.179	11	33	1464	3536	30	0.00406	3166	0.00437	-1.301	0.246	0.0966292273634278	0	50
Tcfcp2l1	MA0145.1	Other	CP2	vertebrates	11.65	0.609	21	23	2130	2870	62	0.0117	6361	0.0123	-1.354	1.218	0.0878681888581601	0	50
RORA_1	MA0071.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.19	0.424	18	26	1764	3236	36	0.00487	3812	0.00526	-1.485	1.328	0.0687719120533592	0	50
TP53	MA0106.1	Zinc-coordinating	Loop-Sheet-Helix	vertebrates	26.239	0.603	0	44	1	4999	0	0	1	2.76e-06	-1.559	0	0.0594981900807701	0	50
Lhx3	MA0135.1	Helix-Turn-Helix	Homeo	vertebrates	16.354	0.131	7	37	1177	3823	24	0.00422	2576	0.00462	-1.625	0.084	0.0520812794152196	0	50
NR2F1	MA0017.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.924	0.478	7	37	739	4261	9	0.0017	1029	0.00199	-1.767	0.731	0.0386141141507831	0	50
MIZF	MA0131.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.197	0.61	4	40	446	4554	4	0.000541	517	0.000713	-1.821	0.578	0.034303428433229	0	50
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	27	17	2767	2233	112	0.0121	11669	0.0129	-1.839	1.348	0.0329575930352018	0	50
HIF1A::ARNT	MA0259.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.74	0.657	21	23	2262	2738	74	0.00801	7823	0.00863	-1.854	0.849	0.0318695799968571	0	50
NR1H2::RXRA	MA0115.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	27.878	0.445	0	44	15	4985	0	0	16	3.75e-05	-1.966	0	0.0246493053055931	0	50
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	13	31	1459	3541	25	0.00338	2773	0.00382	-1.981	0.624	0.0237956367935732	0	50
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	27	17	2763	2237	104	0.0141	10884	0.015	-2.126	1.361	0.016751629767299	0	50
Pdx1	MA0132.1	Helix-Turn-Helix	Homeo	vertebrates	9.04	0.194	27	17	3149	1851	274	0.0222	28303	0.0234	-2.142	0.429	0.0160967410158851	0	50
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	28	16	3086	1914	185	0.0175	19300	0.0186	-2.259	0.77	0.0119416924380961	0	50
NR3C1	MA0113.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	14.749	0.432	2	42	509	4491	5	0.00122	621	0.00154	-2.295	0.055	0.0108665621483327	0	50
Pax5	MA0014.1	Helix-Turn-Helix	Homeo	vertebrates	12.432	0.575	2	42	255	4745	2	0.000541	280	0.000772	-2.33	0.409	0.00990307555916425	0	50
USF1	MA0093.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.29	0.643	19	25	1885	3115	39	0.00369	4412	0.00426	-2.395	1.292	0.0083101826366341	0	50
SRF	MA0083.1	Other Alpha-Helix	MADS	vertebrates	17.965	0.466	1	43	170	4830	1	0.000162	189	0.000313	-2.418	0.246	0.00780303840769736	0	50
IRF2	MA0051.1	Winged Helix-Turn-Helix	IRF	vertebrates	21.134	0.412	1	43	161	4839	1	0.000243	174	0.000432	-2.555	0.27	0.00530938989888308	0	50
Arnt::Ahr	MA0006.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.532	0.715	25	19	2775	2225	124	0.0101	13345	0.011	-2.567	0.707	0.0051291306209529	0	50
Nr2e3	MA0164.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.028	0.373	10	34	1306	3694	20	0.00189	2437	0.00235	-2.615	0.291	0.00446137277428852	0	50
REL	MA0101.1	Ig-fold	Rel	vertebrates	10.515	0.559	20	24	2116	2884	52	0.00703	5714	0.00788	-2.626	0.935	0.00431974086941726	0	50
Stat3	MA0144.1	Ig-fold	Stat	vertebrates	13.601	0.505	17	27	2025	2975	41	0.00554	4590	0.00633	-2.714	0.425	0.00332380831048053	0	50
YY1	MA0095.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.101	0.51	32	12	3520	1480	313	0.0254	32663	0.027	-2.74	0.819	0.00307195921865049	0	50
NFE2L2	MA0150.1	Zipper-Type	Leucine Zipper	vertebrates	14.394	0.486	10	34	1153	3847	15	0.00223	1815	0.00275	-2.742	0.545	0.00305331708047153	0	50
ZEB1	MA0103.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.305	0.557	35	9	3567	1433	332	0.0269	34628	0.0286	-2.8	1.894	0.00255513033042793	0	50
HNF1A	MA0046.1	Helix-Turn-Helix	Homeo	vertebrates	15.548	0.259	4	40	644	4356	7	0.00133	909	0.00175	-2.835	0.18	0.00229128428371528	0	50
GABPA	MA0062.2	Winged Helix-Turn-Helix	Ets	vertebrates	13.335	0.647	21	23	1858	3142	37	0.0055	4172	0.00633	-2.849	2.3	0.00219284402345912	0	50
ZNF354C	MA0130.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.958	0.615	34	10	3611	1389	402	0.0326	41810	0.0346	-2.946	1.244	0.0016095620008262	0	50
Pax4	MA0068.1	Helix-Turn-Helix	Homeo	vertebrates	11.004	0.441	0	44	27	4973	0	0	27	0.000112	-3.048	0	0.00115184963699086	0	50
Nkx3-2	MA0122.1	Helix-Turn-Helix	Homeo	vertebrates	8.542	0.463	30	14	3129	1871	174	0.0212	18447	0.0229	-3.132	1.293	0.000868099376410315	0	50
REST	MA0138.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	23.134	0.596	0	44	42	4958	0	0	43	0.000125	-3.199	0	0.000689525844332234	0	50
Sox5	MA0087.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.831	0.199	23	21	2641	2359	129	0.0122	14091	0.0136	-3.278	0.528	0.00052272697814065	0	50
PBX1	MA0070.1	Helix-Turn-Helix	Homeo	vertebrates	14.641	0.31	4	40	832	4168	10	0.00162	1326	0.00219	-3.36	0.053	0.000389712362582032	1	50
Arnt	MA0004.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.992	0.642	12	32	1458	3542	21	0.0017	2810	0.00232	-3.544	0.411	0.000197052622731662	1	50
AP1	MA0099.2	Zipper-Type	Leucine Zipper	vertebrates	9.193	0.405	28	16	3336	1664	208	0.0197	22447	0.0217	-3.705	0.319	0.000105695366347203	1	50
FOXA1	MA0148.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.533	0.332	23	21	2723	2277	116	0.0173	12633	0.0192	-3.794	0.398	7.41198365929034e-05	1	50
E2F1	MA0024.1	Winged Helix-Turn-Helix	E2F	vertebrates	13.838	0.625	15	29	1649	3351	28	0.00303	3532	0.0039	-3.814	0.704	6.83677336823176e-05	1	50
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	0	44	66	4934	0	0	68	0.000188	-3.859	0	5.69259688873442e-05	1	50
MAX	MA0058.1	Zipper-Type	Helix-Loop-Helix	vertebrates	12.685	0.571	14	30	1644	3356	25	0.00338	3154	0.00435	-4.029	0.486	2.80073091693263e-05	1	50
RREB1	MA0073.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	22.278	0.623	2	42	298	4702	2	0.000541	365	0.00101	-4.051	0.292	2.54996037538607e-05	1	50
Sox17	MA0078.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.502	0.384	26	18	2829	2171	118	0.0144	13087	0.0162	-4.058	0.843	2.47473839528895e-05	1	50
Hand1::Tcfe2a	MA0092.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.144	0.507	24	20	2665	2335	96	0.013	10781	0.0149	-4.248	0.701	1.07843697440657e-05	1	50
Myc	MA0147.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.157	0.686	16	28	1684	3316	30	0.00406	3766	0.00519	-4.324	0.895	7.66126477710406e-06	1	50
NHLH1	MA0048.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.132	0.674	11	33	1223	3777	15	0.00243	2025	0.00335	-4.345	0.644	6.96378315773145e-06	1	50
Mycn	MA0104.2	Zipper-Type	Helix-Loop-Helix	vertebrates	11.104	0.699	13	31	1680	3320	30	0.00406	3853	0.00531	-4.723	0.27	1.16195424783336e-06	1	50
Pou5f1	MA0142.1	Helix-Turn-Helix	Homeo	vertebrates	14.808	0.308	4	40	712	4288	7	0.00142	1099	0.00227	-4.91	0.117	4.55381964840732e-07	1	50
TBP	MA0108.2	Beta-sheet	TATA-binding	vertebrates	10.086	0.377	18	26	2131	2869	58	0.0118	6734	0.0139	-5.035	0.437	2.38924416660531e-07	1	50
Evi1	MA0029.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.909	0.28	1	43	403	4597	2	0.000379	504	0.000973	-5.243	0.025	7.89932695797649e-08	1	50
MYC::MAX	MA0059.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.237	0.602	3	41	683	4317	4	0.000595	903	0.00137	-5.746	0.051	4.56896530899593e-09	1	50
Esrrb	MA0141.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.806	0.524	18	26	2089	2911	41	0.00665	5238	0.00867	-5.928	0.505	1.53323249156045e-09	1	50
ELF5	MA0136.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.693	0.429	31	13	3343	1657	206	0.0251	23367	0.029	-6.374	0.989	9.20802946725976e-11	1	50
SPI1	MA0080.2	Winged Helix-Turn-Helix	Ets	vertebrates	9.64	0.435	30	14	3246	1754	161	0.0152	19160	0.0185	-6.58	0.94	2.35224134440417e-11	1	50
IRF1	MA0050.1	Winged Helix-Turn-Helix	IRF	vertebrates	16.008	0.383	9	35	1240	3760	14	0.00227	2298	0.0038	-6.792	0.227	5.52947744975946e-12	1	50
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	35	9	3570	1430	302	0.0286	34919	0.0337	-7.72	1.88	5.81648528206159e-15	1	50
STAT1	MA0137.2	Ig-fold	Stat	vertebrates	13.119	0.452	10	34	1267	3733	12	0.00243	2105	0.00435	-7.957	0.344	8.8130356031184e-16	1	50
Tal1::Gata1	MA0140.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.297	0.451	7	37	1288	3712	14	0.00341	2267	0.00563	-8.091	0.043	2.95884275767479e-16	1	50
Gfi	MA0038.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.47	0.391	24	20	2817	2183	103	0.0139	13129	0.0181	-8.529	0.425	7.38090939806886e-18	1	50
Gata1	MA0035.2	Zinc-coordinating	GATA	vertebrates	10.878	0.373	28	16	2941	2059	121	0.018	15225	0.0231	-9.234	1.159	1.30354904054903e-20	1	50
RUNX1	MA0002.2	Ig-fold	Runt	vertebrates	10.401	0.502	18	26	2794	2206	87	0.0129	11728	0.0178	-9.986	0.016	8.7761104915182e-24	1	50
FEV	MA0156.1	Winged Helix-Turn-Helix	Ets	vertebrates	12.121	0.442	29	15	3148	1852	118	0.0128	16076	0.0177	-10.25	0.897	5.91717690736562e-25	1	50
Klf4	MA0039.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	12.618	0.771	40	12	2797	2203	275	0.0314	18497	0.0245	13.228	6.532	3.02376242116525e-40	1	52
znf143	MA0088.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.541	0.53	7	45	270	4730	8	0.00183	294	0.000779	11.066	3.808	9.17028173471643e-29	1	52
Ar	MA0007.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.703	0.498	4	48	115	4885	4	0.00101	116	0.000338	10.649	3.403	8.81240755961964e-27	1	52
PPARG	MA0066.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.365	0.523	1	51	13	4987	1	0.000229	13	3.44e-05	9.495	2.002	1.10105689754358e-21	1	52
SP1	MA0079.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	11.129	0.82	38	14	2527	2473	229	0.0262	16655	0.0221	8.251	7.097	7.85372757026205e-17	1	52
RREB1	MA0073.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	22.278	0.623	7	45	299	4701	8	0.00183	363	0.000962	8.215	3.332	1.06082129176643e-16	1	52
REL	MA0101.1	Ig-fold	Rel	vertebrates	10.515	0.559	31	21	2153	2847	93	0.0106	6222	0.00824	7.782	4.394	3.56934341487828e-15	1	52
IRF2	MA0051.1	Winged Helix-Turn-Helix	IRF	vertebrates	21.134	0.412	5	47	174	4826	5	0.00103	194	0.000463	7.705	3.33	6.54216455643748e-15	1	52
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	22	30	1495	3505	47	0.00537	2929	0.00388	7.064	3.229	8.08883719913126e-13	1	52
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	37	15	2808	2192	157	0.0179	11400	0.0151	6.869	3.922	3.23267532115142e-12	1	52
HNF4A	MA0114.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	9.617	0.522	20	32	1320	3680	37	0.0055	2335	0.00402	6.867	3.237	3.27830349887323e-12	1	52
GABPA	MA0062.2	Winged Helix-Turn-Helix	Ets	vertebrates	13.335	0.647	29	23	1960	3040	64	0.00805	4413	0.00643	5.95	4.442	1.34071244409187e-09	1	52
SRF	MA0083.1	Other Alpha-Helix	MADS	vertebrates	17.965	0.466	5	47	182	4818	5	0.000686	209	0.000332	5.643	3.17	8.35561733119747e-09	1	52
HIF1A::ARNT	MA0259.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.74	0.657	32	20	2229	2771	109	0.00997	7794	0.00826	5.55	4.539	1.42834798939228e-08	1	52
ZNF354C	MA0130.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.958	0.615	42	10	3555	1445	555	0.0381	43549	0.0346	5.55	2.52	1.42834798939228e-08	1	52
RXR::RAR_DR5	MA0159.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	16.004	0.535	5	47	268	4732	6	0.00117	308	0.000694	5.238	1.913	8.11630313483537e-08	1	52
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	40	12	2769	2231	164	0.015	12391	0.0131	4.817	6.791	7.28663442280314e-07	1	52
Egr1	MA0162.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.456	0.739	22	30	1328	3672	37	0.00465	2571	0.00375	4.35	4.563	6.80687659933406e-06	1	52
CTCF	MA0139.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.205	0.645	10	42	685	4315	13	0.00282	852	0.00214	4.298	1.776	8.6173081675223e-06	1	52
STAT1	MA0137.2	Ig-fold	Stat	vertebrates	13.119	0.452	19	33	1309	3691	32	0.00549	2283	0.00454	4.148	2.713	1.67696199592387e-05	1	52
E2F1	MA0024.1	Winged Helix-Turn-Helix	E2F	vertebrates	13.838	0.625	26	26	1663	3337	52	0.00475	3676	0.0039	4.045	4.652	2.61615620606642e-05	1	52
NFYA	MA0060.1	Other Alpha-Helix	NFY CCAAT-binding	vertebrates	12.925	0.523	16	36	1173	3827	27	0.00494	1922	0.00407	3.979	1.949	3.46028704799443e-05	1	52
Sox2	MA0143.1	Other Alpha-Helix	High Mobility Group	vertebrates	12.951	0.361	10	42	622	4378	13	0.00223	847	0.00168	3.892	2.232	4.97106225008073e-05	1	52
Mycn	MA0104.2	Zipper-Type	Helix-Loop-Helix	vertebrates	11.104	0.699	23	29	1720	3280	54	0.00617	3957	0.00524	3.779	2.384	7.87297121251303e-05	1	52
ESR2	MA0258.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.618	0.546	6	46	477	4523	9	0.00185	576	0.00137	3.769	0.972	8.19514438487524e-05	1	52
PPARG::RXRA	MA0065.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	11.663	0.547	17	35	1288	3712	32	0.00549	2327	0.00462	3.728	1.809	9.65026890695739e-05	1	52
TEAD1	MA0090.1	Helix-Turn-Helix	Homeo	vertebrates	15.678	0.507	14	38	1055	3945	25	0.00343	1752	0.00279	3.576	1.637	0.000174445824992142	1	52
Tal1::Gata1	MA0140.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.297	0.451	19	33	1319	3681	32	0.00658	2418	0.00577	3.165	2.648	0.000775414755597699	0	52
NR4A2	MA0160.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	10.165	0.491	38	14	2815	2185	158	0.0144	12471	0.0132	3.162	4.616	0.000783447821710763	0	52
INSM1	MA0155.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.862	0.667	23	29	1546	3454	49	0.00672	3733	0.00594	2.999	3.493	0.00135433653372711	0	52
ELK4	MA0076.1	Winged Helix-Turn-Helix	Ets	vertebrates	14.123	0.583	17	35	1242	3758	27	0.00278	1920	0.00229	2.982	2.055	0.00143185999445201	0	52
Spz1	MA0111.1	Other	Other	vertebrates	11.907	0.538	19	33	1360	3640	35	0.0044	2601	0.00379	2.904	2.393	0.00184214079996388	0	52
ELF5	MA0136.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.693	0.429	40	12	3328	1672	306	0.0315	25078	0.0299	2.715	2.611	0.00331378852299771	0	52
ZEB1	MA0103.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.305	0.557	44	8	3585	1415	438	0.03	35868	0.0285	2.69	3.743	0.00357260095239974	0	52
NR2F1	MA0017.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.924	0.478	14	38	776	4224	15	0.0024	1082	0.00201	2.559	3.679	0.00524868707013695	0	52
NFKB1	MA0105.1	Ig-fold	Rel	vertebrates	15.627	0.758	12	40	813	4187	18	0.00226	1293	0.00188	2.541	2.041	0.00552679597608929	0	52
Arnt	MA0004.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.992	0.642	22	30	1446	3554	39	0.00267	2863	0.00228	2.436	3.586	0.00742534226348622	0	52
Hand1::Tcfe2a	MA0092.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.144	0.507	31	21	2647	2353	142	0.0162	11534	0.0153	2.267	1.577	0.0116951128590726	0	52
PLAG1	MA0163.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	19.352	0.798	6	46	406	4594	7	0.00112	493	0.000914	1.955	1.397	0.0252915351352301	0	52
MZF1_1-4	MA0056.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.586	0.725	42	10	3431	1569	508	0.0348	42319	0.0336	1.944	3.278	0.0259477255497596	0	52
Myc	MA0147.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.157	0.686	22	30	1728	3272	49	0.0056	3895	0.00516	1.789	1.874	0.0368074077775089	0	52
Myf	MA0055.1	Zipper-Type	Helix-Loop-Helix	vertebrates	15.914	0.609	26	26	2117	2883	71	0.00974	5759	0.00916	1.785	1.797	0.0371306584406536	0	52
EBF1	MA0154.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.564	0.648	34	18	2345	2655	99	0.0113	8090	0.0107	1.693	5.15	0.0452277336039481	0	52
Nr2e3	MA0164.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.028	0.373	15	37	1323	3677	34	0.00272	2624	0.00243	1.684	0.916	0.0460908343687258	0	52
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	12	40	869	4131	18	0.00288	1394	0.00259	1.68	1.696	0.0464786578637201	0	52
Arnt::Ahr	MA0006.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.532	0.715	35	17	2784	2216	170	0.0117	13956	0.0111	1.571	2.805	0.0580913243954404	0	52
RUNX1	MA0002.2	Ig-fold	Runt	vertebrates	10.401	0.502	34	18	2797	2203	147	0.0185	12211	0.0178	1.514	2.211	0.0650129197451288	0	52
NF-kappaB	MA0061.1	Ig-fold	Rel	vertebrates	13.345	0.621	22	30	1751	3249	49	0.0056	3979	0.00527	1.316	1.767	0.0940870213346005	0	52
T	MA0009.1	Beta-Hairpin-Ribbon	T	vertebrates	17.863	0.452	5	47	368	4632	6	0.000754	444	0.000647	1.18	1.084	0.119000107455201	0	52
MIZF	MA0131.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.197	0.61	6	46	451	4549	7	8e-04	536	0.00071	0.934	1.111	0.175151946497185	0	52
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	1	51	68	4932	1	0.000229	70	0.000185	0.811	0.668	0.208682835375459	0	52
Tcfcp2l1	MA0145.1	Other	CP2	vertebrates	11.65	0.609	28	24	2183	2817	80	0.0128	6733	0.0125	0.811	2.388	0.208682835375459	0	52
FEV	MA0156.1	Winged Helix-Turn-Helix	Ets	vertebrates	12.121	0.442	40	12	3157	1843	204	0.0187	17321	0.0184	0.629	3.67	0.264674528106677	0	52
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	40	12	3568	1432	435	0.0348	37198	0.0345	0.475	1.443	0.317393486641259	0	52
Zfx	MA0146.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.077	0.749	28	24	2038	2962	81	0.013	6915	0.0128	0.334	3.23	0.369189779334177	0	52
USF1	MA0093.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.29	0.643	23	29	1902	3098	55	0.0044	4659	0.00432	0.33	1.518	0.370699981059346	0	52
Esrrb	MA0141.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.806	0.524	28	24	2062	2938	64	0.00878	5455	0.00867	0.313	3.079	0.377140331074924	0	52
NFE2L2	MA0150.1	Zipper-Type	Leucine Zipper	vertebrates	14.394	0.486	15	37	1185	3815	22	0.00277	1886	0.00275	0.063	1.442	0.474883252161327	0	52
TLX1::NFIC	MA0119.1	Helix-Turn-Helix::Other	Homeo::Nuclear Factor I-CCAAT-binding	vertebrates	19.665	0.598	3	49	241	4759	3	0.00048	258	0.000479	-0.058	0.77	0.476874314264162	0	52
Pax6	MA0069.1	Helix-Turn-Helix	Homeo	vertebrates	13.798	0.432	3	49	222	4778	3	0.00048	264	0.00049	-0.206	0.891	0.418395455652607	0	52
MYC::MAX	MA0059.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.237	0.602	10	42	740	4260	11	0.00138	964	0.0014	-0.22	1.447	0.412935577351785	0	52
RXRA::VDR	MA0074.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.451	0.527	1	51	90	4910	1	0.000171	92	0.000183	-0.375	0.489	0.353830233327276	0	52
